district,category,subcategory,year,0
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q3,2
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q4,1
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q1,1
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q2,2
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q3,0
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q4,0
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q1,0
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q2,4
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q3,3
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q4,3
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2018 Q1,0
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2011 Q3,21
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2011 Q4,14
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q1,19
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q2,14
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q3,18
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q4,20
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q1,14
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q2,11
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q3,20
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q4,18
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q1,13
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q2,16
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q3,19
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q4,10
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q1,18
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q2,16
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q3,14
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q4,15
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q1,21
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q2,12
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q3,6
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q4,16
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q1,27
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q2,19
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q3,20
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q4,19
Alice Springs Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2018 Q1,6
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2011 Q3,5
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2011 Q4,5
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q1,8
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q2,10
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q3,1
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q4,4
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q1,5
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q2,3
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q3,2
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q4,3
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q1,5
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q2,2
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q3,2
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q4,3
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q1,5
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q2,11
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q3,12
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q4,3
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q1,7
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q2,1
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q3,3
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q4,3
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q1,9
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q2,6
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q3,2
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q4,10
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2018 Q1,6
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2011 Q3,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2011 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q1,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q2,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q3,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q1,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q2,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q3,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q1,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q2,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q3,1
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q1,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q2,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q3,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q1,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q2,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q3,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q1,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q2,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q3,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q4,0
Alice Springs Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2018 Q1,0
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2011 Q3,56
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2011 Q4,96
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q1,135
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q2,108
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q3,62
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q4,81
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q1,85
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q2,56
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q3,60
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q4,57
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q1,62
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q2,82
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q3,54
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q4,70
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q1,62
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q2,68
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q3,52
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q4,76
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q1,124
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q2,63
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q3,64
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q4,103
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q1,89
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q2,88
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q3,68
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q4,70
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2018 Q1,32
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2011 Q3,12
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2011 Q4,12
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q1,17
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q2,19
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q3,14
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q4,7
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q1,9
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q2,8
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q3,0
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q4,6
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q1,8
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q2,16
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q3,15
Alice Springs Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q4,2
